    -9.80000      0.00000
    -9.40000      0.00000
    -9.00000      0.25000
    -8.60000      0.00000
    -8.20000      0.50000
    -7.80000      0.75000
    -7.40000      1.75000
    -7.00000      4.25000
    -6.60000      5.00000
    -6.20000     14.00000
    -5.80000     27.75000
    -5.40000     45.75000
    -5.00000     71.50000
    -4.60000     99.50000
    -4.20000    137.25000
    -3.80000    152.25000
    -3.40000    200.25000
    -3.00000    242.75000
    -2.60000    276.50000
    -2.20000    318.00000
    -1.80000    333.25000
    -1.40000    327.75000
    -1.00000    328.50000
    -0.60000    308.25000
    -0.20000    303.50000
     0.20000    315.50000
     0.60000    320.50000
     1.00000    319.25000
     1.40000    341.50000
     1.80000    325.00000
     2.20000    310.50000
     2.60000    268.00000
     3.00000    235.00000
     3.40000    203.75000
     3.80000    170.50000
     4.20000    125.50000
     4.60000     96.75000
     5.00000     77.75000
     5.40000     41.75000
     5.80000     24.50000
     6.20000     14.75000
     6.60000      6.50000
     7.00000      3.50000
     7.40000      0.75000
     7.80000      0.75000
     8.20000      1.25000
     8.60000      0.25000
     9.00000      0.00000
     9.40000      0.00000
     9.80000      0.00000
 after hadron evolution
    -9.80000      0.00000
    -9.40000      0.00000
    -9.00000      0.00000
    -8.60000      0.25000
    -8.20000      0.50000
    -7.80000      0.75000
    -7.40000      1.75000
    -7.00000      3.50000
    -6.60000      7.75000
    -6.20000     16.00000
    -5.80000     35.00000
    -5.40000     53.50000
    -5.00000     99.25000
    -4.60000    149.25000
    -4.20000    215.50000
    -3.80000    250.25000
    -3.40000    341.50000
    -3.00000    395.00000
    -2.60000    446.50000
    -2.20000    522.25000
    -1.80000    545.00000
    -1.40000    564.75000
    -1.00000    598.50000
    -0.60000    593.75000
    -0.20000    596.00000
     0.20000    583.75000
     0.60000    608.00000
     1.00000    577.50000
     1.40000    579.50000
     1.80000    546.25000
     2.20000    509.00000
     2.60000    453.00000
     3.00000    385.25000
     3.40000    320.50000
     3.80000    258.50000
     4.20000    200.25000
     4.60000    145.25000
     5.00000     97.25000
     5.40000     55.00000
     5.80000     31.00000
     6.20000     18.25000
     6.60000      4.25000
     7.00000      2.75000
     7.40000      0.75000
     7.80000      0.75000
     8.20000      1.00000
     8.60000      0.25000
     9.00000      0.00000
     9.40000      0.00000
     9.80000      0.00000
